D1_DI_CS,D1_DI_CW,D1_DI_GA,D1_DI_OS,D1_ST_CS,D1_ST_CW,D1_ST_GA,D1_ST_OS,D2_DI_CW,D2_DI_FB,D2_DI_GA,D2_DI_OW,D2_ST_CW,D2_ST_FB,D2_ST_GA,D2_ST_OW,D3_DI_CS,D3_DI_CW,D3_DI_FB,D3_DI_GA,D3_DI_LG,D3_DI_MZ,D3_DI_OS,D3_DI_OW,D3_DI_PF,D3_DI_PS,D3_DI_SB,D3_DI_VB,D3_DI_VL,D3_DI_VR,D4_PO_CS,D4_PO_CW,D4_PO_FB,D4_PO_GA,D4_PO_LG,D4_PO_MZ,D4_PO_OS,D4_PO_OW,D4_PO_PF,D4_PO_PS,D4_PO_SB,D4_PO_VB,D4_PO_VL,D4_ST_CS,D4_ST_CW,D4_ST_FB,D4_ST_GA,D4_ST_LG,D4_ST_MZ,D4_ST_OS,D4_ST_OW,D4_ST_PF,D4_ST_PS,D4_ST_SB,D4_ST_VB,D4_ST_VL,D5_PO_CS,D5_PO_CW,D5_PO_GA,D5_PO_LG,D5_PO_MZ,D5_PO_OS,D5_PO_OW,D5_PO_PF,D5_PO_SU,D5_ST_CS,D5_ST_CW,D5_ST_GA,D5_ST_LG,D5_ST_MZ,D5_ST_OS,D5_ST_OW,D5_ST_PF,D5_ST_SU,D6_DI_CI,D6_DI_CO,D6_DI_CW,D6_DI_FB,D6_DI_LG,D6_DI_MZ,D6_DI_OL,D6_DI_PS,D6_DI_VB,D6_DI_VF,D6_DI_VI,D6_DI_VL,D6_DI_VR
0.30074,0.30077,0.30043,0.30074,0.31012,0.31057,0.30589,0.31012,0.30232,0.30233,0.30171,0.30227,0.33391,0.33409,0.32411,0.33310,0.30612,0.30614,0.30590,0.30535,0.30612,0.30605,0.30567,0.30583,0.30540,0.30620,0.30584,0.30620,0.30626,0.30620,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,0.34376,0.34430,0.34376,0.33586,0.34376,0.34376,0.34376,0.34402,0.34350,0.34376,0.34370,0.34376,0.34376,1.0105,1.0105,1.0103,1.0105,1.0105,1.0105,1.0104,1.0105,1.0105,0.87615,0.87620,0.87630,0.87615,0.87615,0.87615,0.87620,0.87615,0.87615,0.30137,0.30361,0.30137,0.30361,0.30361,0.30361,0.30137,0.30361,0.30366,0.30361,0.30137,0.30361,0.30366
0.30070,0.30073,0.30043,0.30070,0.30960,0.31001,0.30589,0.30960,0.30187,0.30188,0.30129,0.30182,0.32656,0.32677,0.31761,0.32581,0.30609,0.30611,0.30587,0.30532,0.30609,0.30601,0.30562,0.30576,0.30539,0.30616,0.30582,0.30614,0.30620,0.30615,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,0.34262,0.34339,0.34262,0.33509,0.34262,0.34262,0.34262,0.34289,0.34262,0.34262,0.34262,0.34262,0.34262,1.0073,1.0073,1.0071,1.0073,1.0073,1.0073,1.0072,1.0073,1.0073,0.68357,0.68417,0.67165,0.68357,0.68357,0.68357,0.68087,0.68357,0.68357,0.30137,0.30343,0.30137,0.30343,0.30343,0.30343,0.30137,0.30343,0.30347,0.30343,0.30137,0.30343,0.30347
0.30071,0.30073,0.30043,0.30071,0.30967,0.31006,0.30589,0.30967,0.30165,0.30166,0.30102,0.30161,0.32308,0.32327,0.31375,0.32247,0.30604,0.30605,0.30583,0.30526,0.30604,0.30597,0.30558,0.30574,0.30533,0.30611,0.30576,0.30610,0.30613,0.30610,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,0.34176,0.34240,0.34176,0.33428,0.34176,0.34176,0.34176,0.34176,0.34176,0.34176,0.34176,0.34176,0.34176,1.0049,1.0049,1.0049,1.0049,1.0049,1.0049,1.0049,1.0049,1.0049,0.51586,0.51639,0.51498,0.51586,0.51586,0.51586,0.51570,0.51586,0.51586,0.30137,0.30324,0.30137,0.30324,0.30324,0.30324,0.30137,0.30324,0.30325,0.30324,0.30137,0.30324,0.30325
0.30090,0.30071,0.30043,0.30090,0.31237,0.30973,0.30589,0.31237,0.30863,0.30871,0.30455,0.30826,0.47526,0.47750,0.37680,0.46576,0.30598,0.30598,0.30576,0.30524,0.30598,0.30590,0.30554,0.30569,0.30532,0.30605,0.30571,0.30605,0.30610,0.30605,1.0017,1.0017,1.0017,1.0016,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,0.34090,0.34151,0.34090,0.33349,0.34090,0.34090,0.34090,0.34090,0.34090,0.34090,0.34090,0.34090,0.34090,1.0045,1.0044,1.0041,1.0045,1.0045,1.0045,1.0043,1.0045,1.0045,0.53809,0.52970,0.50144,0.53809,0.53809,0.53809,0.51946,0.53809,0.53809,0.30137,0.31146,0.30137,0.31146,0.31146,0.31146,0.30137,0.31146,0.31212,0.31146,0.30137,0.31146,0.31214
0.30092,0.30075,0.30043,0.30092,0.31275,0.31029,0.30589,0.31275,0.31589,0.31592,0.31435,0.31573,0.66489,0.66569,0.62523,0.66081,0.30593,0.30595,0.30573,0.30519,0.30593,0.30586,0.30548,0.30564,0.30526,0.30598,0.30568,0.30598,0.30604,0.30598,1.0017,1.0017,1.0017,1.0015,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,0.34000,0.34054,0.34000,0.33264,0.34000,0.34000,0.34000,0.34001,0.34000,0.34000,0.34000,0.34000,0.34000,1.0064,1.0063,1.0061,1.0064,1.0064,1.0064,1.0062,1.0064,1.0064,0.64531,0.64371,0.62989,0.64531,0.64531,0.64531,0.63892,0.64531,0.64531,0.30137,0.31549,0.30553,0.31549,0.31549,0.31549,0.30137,0.31549,0.31576,0.31549,0.30137,0.31549,0.31578
0.30095,0.30080,0.30043,0.30095,0.31311,0.31106,0.30589,0.31311,0.30828,0.30831,0.30700,0.30811,0.46627,0.46693,0.43391,0.46203,0.30589,0.30590,0.30569,0.30516,0.30589,0.30582,0.30546,0.30560,0.30524,0.30595,0.30562,0.30594,0.30598,0.30594,1.0017,1.0017,1.0017,1.0015,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,1.0017,0.33956,0.34005,0.33956,0.33192,0.33956,0.33956,0.33956,0.33948,0.33933,0.33956,0.33949,0.33956,0.33956,1.0047,1.0048,1.0048,1.0047,1.0047,1.0047,1.0047,1.0047,1.0047,0.50531,0.50659,0.50762,0.50531,0.50531,0.50531,0.50589,0.50531,0.50531,0.30137,0.31422,0.31058,0.31422,0.31422,0.31422,0.30137,0.31422,0.31433,0.31422,0.30137,0.31422,0.31434
0.30095,0.30083,0.30043,0.30095,0.31318,0.31148,0.30589,0.31318,0.30454,0.30457,0.30372,0.30443,0.37645,0.37707,0.35962,0.37416,0.30583,0.30585,0.30564,0.30512,0.30583,0.30576,0.30541,0.30555,0.30519,0.30591,0.30560,0.30591,0.30595,0.30591,1.0016,1.0017,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.33914,0.33921,0.33914,0.33115,0.33914,0.33914,0.33914,0.33907,0.33906,0.33914,0.33911,0.33914,0.33914,1.0037,1.0037,1.0037,1.0037,1.0037,1.0037,1.0037,1.0037,1.0037,0.44223,0.44362,0.44288,0.44223,0.44223,0.44223,0.44290,0.44223,0.44223,0.30137,0.31246,0.31003,0.31246,0.31246,0.31246,0.30137,0.31246,0.31252,0.31246,0.30137,0.31246,0.31252
0.30094,0.30084,0.30043,0.30094,0.31293,0.31152,0.30589,0.31293,0.30333,0.30337,0.30222,0.30315,0.35207,0.35274,0.33224,0.34862,0.30579,0.30581,0.30560,0.30509,0.30579,0.30572,0.30538,0.30552,0.30517,0.30583,0.30554,0.30583,0.30589,0.30583,1.0016,1.0016,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.33837,0.33906,0.33837,0.33081,0.33837,0.33837,0.33837,0.33837,0.33837,0.33837,0.33837,0.33837,0.33837,1.0031,1.0031,1.0031,1.0031,1.0031,1.0031,1.0031,1.0031,1.0031,0.40660,0.40817,0.40712,0.40660,0.40660,0.40660,0.40750,0.40660,0.40660,0.30137,0.31020,0.30886,0.31020,0.31020,0.31020,0.30137,0.31020,0.31027,0.31020,0.30137,0.31020,0.31027
0.30088,0.30079,0.30043,0.30088,0.31207,0.31091,0.30589,0.31206,0.30780,0.30781,0.30536,0.30761,0.45392,0.45434,0.39458,0.44913,0.30574,0.30576,0.30554,0.30505,0.30574,0.30568,0.30533,0.30547,0.30512,0.30580,0.30548,0.30578,0.30583,0.30579,1.0016,1.0016,1.0016,1.0015,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,0.33837,0.33883,0.33837,0.33034,0.33837,0.33837,0.33837,0.33835,0.33837,0.33837,0.33837,0.33837,0.33837,1.0030,1.0031,1.0029,1.0030,1.0030,1.0030,1.0030,1.0030,1.0030,0.40754,0.41404,0.39882,0.40754,0.40754,0.40754,0.40987,0.40754,0.40754,0.30137,0.30856,0.30781,0.30856,0.30856,0.30856,0.30137,0.30856,0.30860,0.30856,0.30137,0.30856,0.30860
0.30083,0.30076,0.30043,0.30083,0.31145,0.31049,0.30589,0.31145,0.30445,0.30450,0.30272,0.30426,0.37468,0.37558,0.34088,0.37053,0.30569,0.30569,0.30551,0.30501,0.30569,0.30562,0.30530,0.30542,0.30510,0.30576,0.30547,0.30576,0.30579,0.30576,1.0022,1.0023,1.0022,1.0015,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,0.38746,0.39256,0.38746,0.32980,0.38746,0.38746,0.38746,0.38555,0.38702,0.38746,0.38723,0.38746,0.38746,1.0034,1.0035,1.0032,1.0034,1.0034,1.0034,1.0034,1.0034,1.0034,0.43163,0.43681,0.41894,0.43163,0.43163,0.43163,0.43267,0.43163,0.43163,0.30137,0.30752,0.30707,0.30752,0.30752,0.30752,0.30137,0.30752,0.30755,0.30752,0.30137,0.30752,0.30755
0.30081,0.30075,0.30043,0.30081,0.31111,0.31030,0.30589,0.31111,0.30279,0.30281,0.30191,0.30270,0.34204,0.34244,0.32720,0.34047,0.30566,0.30568,0.30548,0.30499,0.30566,0.30560,0.30526,0.30540,0.30505,0.30570,0.30541,0.30569,0.30576,0.30569,1.0031,1.0031,1.0031,1.0021,1.0031,1.0031,1.0031,1.0030,1.0030,1.0031,1.0030,1.0031,1.0031,0.43659,0.44101,0.43659,0.37068,0.43659,0.43659,0.43658,0.43548,0.43589,0.43658,0.43630,0.43659,0.43659,1.0032,1.0033,1.0031,1.0032,1.0032,1.0032,1.0032,1.0032,1.0032,0.41618,0.41936,0.40986,0.41618,0.41618,0.41618,0.41696,0.41618,0.41618,0.30137,0.30663,0.30634,0.30663,0.30663,0.30663,0.30137,0.30663,0.30666,0.30663,0.30137,0.30663,0.30666
0.30079,0.30074,0.30043,0.30079,0.31082,0.31012,0.30589,0.31082,0.30208,0.30210,0.30141,0.30206,0.33001,0.33023,0.31942,0.32963,0.30562,0.30562,0.30542,0.30494,0.30562,0.30555,0.30522,0.30533,0.30504,0.30568,0.30539,0.30567,0.30569,0.30567,1.0030,1.0031,1.0030,1.0023,1.0030,1.0030,1.0030,1.0030,1.0030,1.0030,1.0030,1.0030,1.0030,0.43006,0.43401,0.43006,0.38495,0.43006,0.43006,0.43006,0.43031,0.42995,0.43006,0.43001,0.43006,0.43006,1.0033,1.0033,1.0030,1.0033,1.0033,1.0033,1.0032,1.0033,1.0033,0.42385,0.42530,0.40475,0.42385,0.42385,0.42385,0.42078,0.42385,0.42385,0.30137,0.30605,0.30583,0.30605,0.30605,0.30605,0.30137,0.30605,0.30608,0.30605,0.30137,0.30605,0.30608
0.30077,0.30072,0.30043,0.30077,0.31054,0.30993,0.30589,0.31054,0.30448,0.30450,0.30235,0.30411,0.37520,0.37575,0.33436,0.36736,0.30555,0.30558,0.30540,0.30492,0.30555,0.30550,0.30519,0.30532,0.30499,0.30562,0.30533,0.30562,0.30566,0.30562,1.0028,1.0029,1.0028,1.0023,1.0028,1.0028,1.0028,1.0028,1.0028,1.0028,1.0028,1.0028,1.0028,0.41613,0.41916,0.41613,0.38286,0.41613,0.41613,0.41613,0.41632,0.41609,0.41613,0.41613,0.41613,0.41613,1.0038,1.0038,1.0033,1.0038,1.0038,1.0038,1.0037,1.0038,1.0038,0.45610,0.45504,0.42830,0.45610,0.45610,0.45610,0.44877,0.45610,0.45610,0.30137,0.30549,0.30532,0.30549,0.30549,0.30549,0.30137,0.30549,0.30551,0.30549,0.30137,0.30549,0.30551
0.30078,0.30074,0.30043,0.30078,0.31075,0.31021,0.30589,0.31075,0.30242,0.30244,0.30157,0.30232,0.33559,0.33588,0.32184,0.33387,0.30552,0.30553,0.30533,0.30485,0.30551,0.30546,0.30512,0.30526,0.30495,0.30556,0.30529,0.30555,0.30560,0.30555,1.0027,1.0027,1.0027,1.0023,1.0027,1.0027,1.0027,1.0027,1.0027,1.0027,1.0027,1.0027,1.0027,0.40564,0.40803,0.40564,0.37974,0.40564,0.40564,0.40564,0.40617,0.40550,0.40564,0.40557,0.40564,0.40564,1.0036,1.0035,1.0033,1.0036,1.0036,1.0036,1.0035,1.0036,1.0036,0.43760,0.43688,0.42287,0.43760,0.43760,0.43760,0.43478,0.43760,0.43760,0.30137,0.30514,0.30501,0.30514,0.30514,0.30514,0.30137,0.30514,0.30514,0.30514,0.30137,0.30514,0.30514
0.30077,0.30073,0.30043,0.30077,0.31052,0.31004,0.30589,0.31052,0.30189,0.30192,0.30126,0.30179,0.32680,0.32732,0.31716,0.32530,0.30547,0.30547,0.30529,0.30483,0.30547,0.30540,0.30511,0.30520,0.30491,0.30553,0.30526,0.30552,0.30555,0.30552,1.0025,1.0026,1.0025,1.0022,1.0025,1.0025,1.0025,1.0025,1.0025,1.0025,1.0025,1.0025,1.0025,0.39738,0.39954,0.39738,0.37583,0.39738,0.39738,0.39738,0.39791,0.39725,0.39738,0.39733,0.39738,0.39738,1.0031,1.0031,1.0030,1.0031,1.0031,1.0031,1.0031,1.0031,1.0031,0.41163,0.41151,0.40499,0.41163,0.41163,0.41163,0.41048,0.41163,0.41163,0.30137,0.31254,0.31154,0.31254,0.31254,0.31254,0.30137,0.31254,0.31296,0.31254,0.30137,0.31254,0.31283
0.30071,0.30068,0.30043,0.30071,0.30977,0.30936,0.30589,0.30977,0.30165,0.30168,0.30102,0.30158,0.32310,0.32350,0.31373,0.32199,0.30543,0.30545,0.30526,0.30478,0.30542,0.30538,0.30505,0.30519,0.30488,0.30547,0.30519,0.30547,0.30553,0.30547,1.0025,1.0025,1.0025,1.0022,1.0025,1.0025,1.0025,1.0025,1.0025,1.0025,1.0025,1.0025,1.0025,0.39093,0.39297,0.39093,0.37179,0.39093,0.39093,0.39093,0.39192,0.39070,0.39093,0.39082,0.39093,0.39093,1.0028,1.0028,1.0027,1.0028,1.0028,1.0028,1.0028,1.0028,1.0028,0.39378,0.39323,0.38857,0.39378,0.39378,0.39378,0.39180,0.39378,0.39378,0.30137,0.31341,0.31311,0.31341,0.31341,0.31341,0.30137,0.31341,0.31362,0.31341,0.30960,0.31341,0.31353
0.30071,0.30068,0.30043,0.30071,0.30973,0.30935,0.30589,0.30973,0.30142,0.30146,0.30085,0.30134,0.31956,0.32017,0.31116,0.31842,0.30541,0.30541,0.30525,0.30478,0.30541,0.30533,0.30505,0.30515,0.30485,0.30548,0.30519,0.30548,0.30549,0.30548,1.0024,1.0024,1.0024,1.0021,1.0024,1.0024,1.0024,1.0024,1.0024,1.0024,1.0024,1.0024,1.0024,0.38448,0.38613,0.38448,0.36752,0.38448,0.38448,0.38448,0.38493,0.38442,0.38448,0.38447,0.38448,0.38448,1.0027,1.0027,1.0026,1.0027,1.0027,1.0027,1.0026,1.0027,1.0027,0.38436,0.38361,0.37943,0.38436,0.38436,0.38436,0.38213,0.38436,0.38436,0.30137,0.31218,0.31194,0.31218,0.31218,0.31218,0.30137,0.31218,0.31252,0.31218,0.30971,0.31218,0.31236
0.30933,0.30900,0.30043,0.30933,0.49390,0.48525,0.30589,0.49390,0.30129,0.30130,0.30084,0.30129,0.31764,0.31772,0.31106,0.31758,0.30540,0.30541,0.30521,0.30474,0.30540,0.30533,0.30503,0.30512,0.30485,0.30546,0.30519,0.30544,0.30548,0.30545,1.0023,1.0023,1.0023,1.0020,1.0023,1.0023,1.0023,1.0023,1.0023,1.0023,1.0023,1.0023,1.0023,0.37846,0.38033,0.37846,0.36404,0.37846,0.37846,0.37846,0.37918,0.37841,0.37846,0.37843,0.37846,0.37846,1.0025,1.0025,1.0025,1.0025,1.0025,1.0025,1.0025,1.0025,1.0025,0.37595,0.37546,0.37230,0.37595,0.37595,0.37595,0.37429,0.37595,0.37595,0.30137,0.33535,0.33533,0.33535,0.33535,0.33535,0.30137,0.33535,0.33545,0.33535,0.33485,0.33535,0.33545
0.31381,0.31368,0.30463,0.31381,0.61155,0.60816,0.37872,0.61155,0.30125,0.30128,0.30082,0.30118,0.31704,0.31752,0.31085,0.31605,0.30536,0.30539,0.30519,0.30471,0.30536,0.30532,0.30499,0.30512,0.30482,0.30541,0.30514,0.30541,0.30546,0.30541,1.0022,1.0022,1.0022,1.0020,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,0.37418,0.37547,0.37418,0.36128,0.37418,0.37418,0.37418,0.37427,0.37416,0.37418,0.37418,0.37418,0.37418,1.0024,1.0024,1.0023,1.0024,1.0024,1.0024,1.0023,1.0024,1.0024,0.36659,0.36632,0.36432,0.36659,0.36659,0.36659,0.36534,0.36659,0.36659,0.30137,0.32541,0.32535,0.32541,0.32541,0.32541,0.30137,0.32541,0.32543,0.32541,0.32485,0.32541,0.32547
0.30813,0.30799,0.30245,0.30813,0.46262,0.45919,0.33646,0.46262,0.30110,0.30115,0.30071,0.30104,0.31490,0.31565,0.30924,0.31391,0.30533,0.30533,0.30518,0.30470,0.30533,0.30526,0.30499,0.30507,0.30478,0.30540,0.30512,0.30540,0.30541,0.30540,1.0021,1.0022,1.0021,1.0020,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,0.37034,0.37127,0.37034,0.35888,0.37034,0.37034,0.37034,0.37039,0.37030,0.37034,0.37032,0.37034,0.37034,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,1.0022,0.35895,0.35882,0.35736,0.35895,0.35895,0.35895,0.35829,0.35895,0.35895,0.30137,0.31902,0.31908,0.31902,0.31902,0.31902,0.30137,0.31902,0.31916,0.31902,0.31823,0.31902,0.31911
0.30859,0.30848,0.30360,0.30859,0.47466,0.47163,0.35759,0.47466,0.30097,0.30102,0.30059,0.30091,0.31295,0.31365,0.30745,0.31207,0.30533,0.30533,0.30513,0.30464,0.30533,0.30526,0.30497,0.30505,0.30478,0.30537,0.30511,0.30535,0.30541,0.30536,1.0021,1.0021,1.0021,1.0019,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,0.36695,0.36774,0.36695,0.35678,0.36695,0.36695,0.36695,0.36692,0.36693,0.36695,0.36694,0.36695,0.36695,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,1.0021,0.35292,0.35291,0.35162,0.35292,0.35292,0.35292,0.35235,0.35292,0.35292,0.30137,0.32075,0.32117,0.32075,0.32075,0.32075,0.30137,0.32075,0.32140,0.32075,0.31868,0.32075,0.32108
0.30668,0.30657,0.30188,0.30668,0.42625,0.42369,0.32704,0.42625,0.30085,0.30090,0.30043,0.30084,0.31118,0.31193,0.30525,0.31108,0.30530,0.30532,0.30512,0.30464,0.30529,0.30525,0.30492,0.30505,0.30477,0.30533,0.30508,0.30533,0.30540,0.30533,1.0021,1.0021,1.0021,1.0019,1.0021,1.0021,1.0021,1.0020,1.0021,1.0021,1.0021,1.0021,1.0021,0.36440,0.36525,0.36440,0.35475,0.36440,0.36440,0.36440,0.36390,0.36432,0.36440,0.36437,0.36440,0.36440,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,0.34801,0.34810,0.34673,0.34801,0.34801,0.34801,0.34769,0.34801,0.34801,0.30137,0.31779,0.31793,0.31779,0.31779,0.31779,0.30137,0.31779,0.31801,0.31779,0.31718,0.31779,0.31789
0.30560,0.30553,0.30096,0.30560,0.40049,0.39890,0.31333,0.40049,0.30084,0.30084,0.30026,0.30084,0.31106,0.31108,0.30262,0.31106,0.30526,0.30528,0.30512,0.30462,0.30526,0.30522,0.30492,0.30501,0.30474,0.30533,0.30505,0.30533,0.30537,0.30533,1.0020,1.0020,1.0020,1.0019,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,0.36218,0.36235,0.36218,0.35350,0.36218,0.36218,0.36218,0.36173,0.36214,0.36218,0.36216,0.36218,0.36218,1.0019,1.0020,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.34328,0.34348,0.34255,0.34328,0.34328,0.34328,0.34306,0.34328,0.34328,0.30137,0.31419,0.31429,0.31419,0.31419,0.31419,0.30137,0.31419,0.31431,0.31419,0.31388,0.31419,0.31424
0.30498,0.30485,0.30081,0.30498,0.38636,0.38354,0.31118,0.38636,0.30083,0.30084,0.30026,0.30078,0.31098,0.31106,0.30259,0.31015,0.30526,0.30526,0.30511,0.30457,0.30526,0.30519,0.30492,0.30499,0.30471,0.30533,0.30505,0.30533,0.30533,0.30533,1.0020,1.0020,1.0020,1.0019,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,1.0020,0.35953,0.36007,0.35953,0.35270,0.35953,0.35953,0.35953,0.35949,0.35953,0.35953,0.35953,0.35953,0.35953,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.33933,0.33948,0.33831,0.33933,0.33933,0.33933,0.33900,0.33933,0.33933,0.30137,0.31209,0.31220,0.31209,0.31209,0.31209,0.30137,0.31209,0.31223,0.31209,0.31172,0.31209,0.31213
0.30448,0.30445,0.30131,0.30448,0.37551,0.37481,0.31832,0.37551,0.30072,0.30078,0.30023,0.30064,0.30936,0.31025,0.30215,0.30826,0.30525,0.30526,0.30507,0.30457,0.30525,0.30519,0.30490,0.30498,0.30471,0.30530,0.30504,0.30529,0.30533,0.30529,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35768,0.35789,0.35768,0.35257,0.35768,0.35768,0.35768,0.35695,0.35764,0.35768,0.35766,0.35768,0.35768,1.0019,1.0018,1.0018,1.0019,1.0019,1.0019,1.0018,1.0019,1.0019,0.33926,0.33894,0.33652,0.33926,0.33926,0.33926,0.33760,0.33926,0.33926,0.30137,0.32061,0.32080,0.32061,0.32061,0.32061,0.31001,0.32061,0.32075,0.32061,0.31882,0.32061,0.32083
0.30410,0.30407,0.30166,0.30410,0.36756,0.36702,0.32360,0.36756,0.30059,0.30066,0.30014,0.30052,0.30756,0.30846,0.30041,0.30648,0.30522,0.30524,0.30505,0.30455,0.30522,0.30518,0.30487,0.30495,0.30471,0.30526,0.30501,0.30526,0.30532,0.30526,1.0019,1.0019,1.0019,1.0018,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35577,0.35578,0.35577,0.35070,0.35577,0.35577,0.35577,0.35538,0.35576,0.35577,0.35577,0.35577,0.35577,1.0020,1.0020,1.0019,1.0020,1.0020,1.0020,1.0019,1.0020,1.0020,0.36577,0.35616,0.33968,0.36577,0.36577,0.36577,0.34552,0.36577,0.36577,0.30137,0.31590,0.31600,0.31590,0.31590,0.31590,0.31185,0.31590,0.31597,0.31590,0.31529,0.31590,0.31598
0.30374,0.30372,0.30192,0.30374,0.36037,0.35989,0.32769,0.36037,0.30048,0.30054,0.30014,0.30040,0.30592,0.30680,0.30041,0.30482,0.30523,0.30524,0.30505,0.30454,0.30522,0.30519,0.30487,0.30495,0.30471,0.30526,0.30501,0.30526,0.30533,0.30526,1.0019,1.0019,1.0019,1.0018,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35448,0.35447,0.35448,0.34884,0.35448,0.35448,0.35448,0.35365,0.35446,0.35448,0.35447,0.35448,0.35448,1.0050,1.0050,1.0048,1.0050,1.0050,1.0050,1.0049,1.0050,1.0050,0.52432,0.52224,0.51016,0.52432,0.52432,0.52432,0.51624,0.52432,0.52432,0.30311,0.31315,0.31322,0.31315,0.31315,0.31315,0.31026,0.31315,0.31322,0.31315,0.31283,0.31315,0.31318
0.30350,0.30343,0.30207,0.30350,0.35555,0.35419,0.33010,0.35555,0.30037,0.30044,0.30014,0.30029,0.30437,0.30529,0.30041,0.30314,0.30522,0.30524,0.30505,0.30451,0.30522,0.30519,0.30487,0.30494,0.30471,0.30526,0.30501,0.30526,0.30532,0.30526,1.0019,1.0019,1.0019,1.0018,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35337,0.35324,0.35337,0.34711,0.35337,0.35337,0.35337,0.35270,0.35334,0.35337,0.35336,0.35337,0.35337,1.0039,1.0039,1.0038,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,0.45616,0.45612,0.45378,0.45616,0.45616,0.45616,0.45441,0.45616,0.45616,0.30499,0.31080,0.31088,0.31080,0.31080,0.31080,0.30859,0.31080,0.31089,0.31080,0.31041,0.31080,0.31083
0.30329,0.30323,0.30207,0.30329,0.35148,0.35050,0.33016,0.35148,0.30026,0.30034,0.30014,0.30026,0.30265,0.30382,0.30041,0.30259,0.30519,0.30521,0.30505,0.30451,0.30519,0.30515,0.30485,0.30491,0.30470,0.30526,0.30498,0.30526,0.30528,0.30526,1.0019,1.0019,1.0019,1.0018,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35261,0.35261,0.35261,0.34554,0.35261,0.35261,0.35261,0.35261,0.35261,0.35261,0.35261,0.35261,0.35261,1.0033,1.0033,1.0033,1.0033,1.0033,1.0033,1.0033,1.0033,1.0033,0.41891,0.41891,0.41747,0.41891,0.41891,0.41891,0.41784,0.41891,0.41891,0.30522,0.30885,0.30888,0.30885,0.30885,0.30885,0.30738,0.30885,0.30888,0.30885,0.30861,0.30885,0.30887
0.30299,0.30294,0.30207,0.30299,0.34603,0.34512,0.33013,0.34603,0.30026,0.30026,0.30014,0.30026,0.30259,0.30260,0.30041,0.30259,0.30519,0.30519,0.30504,0.30451,0.30519,0.30512,0.30485,0.30491,0.30468,0.30525,0.30498,0.30523,0.30526,0.30524,1.0019,1.0019,1.0019,1.0017,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,1.0019,0.35261,0.35261,0.35261,0.34405,0.35261,0.35261,0.35261,0.35184,0.35261,0.35261,0.35261,0.35261,0.35261,1.0029,1.0029,1.0028,1.0029,1.0029,1.0029,1.0029,1.0029,1.0029,0.39485,0.39462,0.39363,0.39485,0.39485,0.39485,0.39419,0.39485,0.39485,0.30510,0.30762,0.30762,0.30762,0.30762,0.30762,0.30651,0.30762,0.30762,0.30762,0.30743,0.30762,0.30764
